"TreeID","X","Y","Radius","Error","H","h_radius","dbh","Plot","Plot_ID","Plot_name","dbh_cm"
30,-2.49634697957424,1.07088445694668,0.122351439708993,0.000244285152129685,23.6900005014031,1.3,0.244702879417986,"Plot 20","9_Tree20_Hood",20,24.4702879417986
31,-2.3295054571634,7.39606688081702,0.0684070287621531,0.000544655757066541,21.2199992940252,1.3,0.136814057524306,"Plot 20","9_Tree20_Hood",20,13.6814057524306
33,-3.10256118143468,10.2003423962445,0.0745785914312222,0.000581536279896158,21.2499999906939,1.3,0.149157182862444,"Plot 20","9_Tree20_Hood",20,14.9157182862444
35,-3.32920800137658,-3.86829519270226,0.119427490532157,0.000783810263517925,24.9099998373977,1.3,0.238854981064313,"Plot 20","9_Tree20_Hood",20,23.8854981064313
37,-0.147109333084082,7.94088673122963,0.150019732458824,0.000212986842247753,20.700000761314,1.3,0.300039464917647,"Plot 20","9_Tree20_Hood",20,30.0039464917647
38,-1.10937965033179,10.5456262548568,0.0744909760506677,0.000465545735152679,21.2299995262481,1.3,0.148981952101335,"Plot 20","9_Tree20_Hood",20,14.8981952101335
39,-4.67068374565109,8.11585525753677,0.107047754474782,0.000398550621025853,23.6000003561969,1.3,0.214095508949563,"Plot 20","9_Tree20_Hood",20,21.4095508949563
44,0.912058954890541,12.0426375956487,0.0654478172549485,0.000677943103197487,19.9699992967219,1.3,0.130895634509897,"Plot 20","9_Tree20_Hood",20,13.0895634509897
45,-5.52309097299817,2.66244466208257,0.13241986248045,0.00067647606603777,23.3999996013388,1.3,0.264839724960901,"Plot 20","9_Tree20_Hood",20,26.4839724960901
46,-1.84831280942711,-10.0409446966759,0.101560884522654,0.00175557777753695,23.9599990629415,1.3,0.203121769045307,"Plot 20","9_Tree20_Hood",20,20.3121769045307
47,-5.73075579958936,3.83348177190592,0.115436077960241,0.000677573740776062,23.3899993691159,1.3,0.230872155920482,"Plot 20","9_Tree20_Hood",20,23.0872155920482
48,-2.57418257308714,-7.77287082753818,0.119128389183268,0.00146539936683646,25.1000003600329,1.3,0.238256778366536,"Plot 20","9_Tree20_Hood",20,23.8256778366537
1,15.655040182159,8.37744687386511,0.168233536114149,0.000514941749546898,21.2800006597963,1.3,0.336467072228299,"Plot 22","9_Tree22_Hood",22,33.6467072228299
2,13.4285969961898,-2.70217502762468,0.156742096415092,0.000267297536086856,23.0499992258369,1.3,0.313484192830183,"Plot 22","9_Tree22_Hood",22,31.3484192830183
3,12.6562453188301,2.33165431034015,0.199432177134275,0.000330924400561172,23.8199996736763,1.3,0.39886435426855,"Plot 22","9_Tree22_Hood",22,39.886435426855
4,12.2258287980097,-7.9801667678075,0.141304829868935,0.00038693900460352,22.5100002218396,1.3,0.282609659737869,"Plot 22","9_Tree22_Hood",22,28.2609659737869
5,12.0634834776908,-4.36164763829617,0.142600326768653,0.000298322954146564,23.389999367396,1.3,0.285200653537306,"Plot 22","9_Tree22_Hood",22,28.5200653537306
6,10.5459749945412,-14.1289627991855,0.255126973611088,0.000566281606683324,25.0400009125916,1.3,0.510253947222176,"Plot 22","9_Tree22_Hood",22,51.0253947222176
7,9.17833099545323,0.772161015828847,0.103643864050175,0.000422663435597061,22.7499999888095,1.3,0.20728772810035,"Plot 22","9_Tree22_Hood",22,20.728772810035
8,8.5389241175591,8.4609056525925,0.190369634200285,0.000304074448161582,24.2999992076161,1.3,0.380739268400569,"Plot 22","9_Tree22_Hood",22,38.0739268400569
9,8.45709339703213,-2.19928492768025,0.0752496769418658,0.000428498394350017,23.2999992352048,1.3,0.150499353883732,"Plot 22","9_Tree22_Hood",22,15.0499353883732
10,8.08532584441521,-5.78148004084701,0.108426412641817,0.000412269590028645,22.0499992208956,1.3,0.216852825283634,"Plot 22","9_Tree22_Hood",22,21.6852825283634
11,7.31449473767979,6.56856638575816,0.0842399977528575,0.000377705667694755,24.2999992076161,1.3,0.168479995505715,"Plot 22","9_Tree22_Hood",22,16.8479995505715
12,6.16590459636157,5.19452162695248,0.0732955618644016,0.000301671121252528,23.7900008982825,1.3,0.146591123728803,"Plot 22","9_Tree22_Hood",22,14.6591123728803
13,5.89689969928807,-10.7165525764613,0.078161131362807,0.000345860119969591,25.0499992357196,1.3,0.156322262725614,"Plot 22","9_Tree22_Hood",22,15.6322262725614
14,5.75503767576972,-9.39279606231552,0.15972097428892,0.000289675595349244,24.6399993817051,1.3,0.319441948577841,"Plot 22","9_Tree22_Hood",22,31.9441948577841
15,5.68896303497478,-1.36971627498878,0.0825658805143402,0.000495771661604083,23.4300003044576,1.3,0.16513176102868,"Plot 22","9_Tree22_Hood",22,16.513176102868
16,5.37414492822393,3.09594067019073,0.122307881537133,0.000260794505688201,23.3600005920022,1.3,0.244615763074266,"Plot 22","9_Tree22_Hood",22,24.4615763074266
17,5.02998228942307,-0.258666715666475,0.0719184738065702,0.000302660522411708,23.6100006013701,1.3,0.14383694761314,"Plot 22","9_Tree22_Hood",22,14.383694761314
18,4.82380794338694,-8.0224545894893,0.069457149024456,0.000503402524889177,23.3500003496043,1.3,0.138914298048912,"Plot 22","9_Tree22_Hood",22,13.8914298048912
19,4.45491250134151,-3.90997867491349,0.167757868822249,0.0001745847287158,25.8299998934268,1.3,0.335515737644498,"Plot 22","9_Tree22_Hood",22,33.5515737644498
20,3.48756464565034,6.16002986825415,0.0947512538364888,0.000309700685570914,22.2700004548697,1.3,0.189502507672978,"Plot 22","9_Tree22_Hood",22,18.9502507672978
21,3.16430087630146,-5.73778465417743,0.101664567673148,0.000228248803162858,24.6700000438389,1.3,0.203329135346296,"Plot 22","9_Tree22_Hood",22,20.3329135346296
22,2.8651899629605,3.41082083607327,0.174890517812577,0.000237612461117032,24.3700008068115,1.3,0.349781035625155,"Plot 22","9_Tree22_Hood",22,34.9781035625155
23,3.02579879038865,13.6036943192532,0.201681436916933,0.000263337683458221,23.4500007567235,1.3,0.403362873833865,"Plot 22","9_Tree22_Hood",22,40.3362873833865
